Ne,N,h2,beta2,replicate,empirical_ncp
20,10000,0.3,0.01,51,42.292116589307426
20,10000,0.3,0.01,52,52.65813933653375
20,10000,0.3,0.01,53,51.30375523143982
20,10000,0.3,0.01,54,44.63100102340333
20,10000,0.3,0.01,55,48.45263819161324
20,10000,0.3,0.01,56,45.81993555976257
20,10000,0.3,0.01,57,39.01253075888371
20,10000,0.3,0.01,58,40.61046407680379
20,10000,0.3,0.01,59,44.203884391958766
20,10000,0.3,0.01,60,47.496751718109
20,10000,0.3,0.01,61,39.9003310744465
20,10000,0.3,0.01,62,55.15579834165622
20,10000,0.3,0.01,63,35.82118954146019
20,10000,0.3,0.01,64,56.1961141922427
20,10000,0.3,0.01,65,37.386916083247044
20,10000,0.3,0.01,66,46.56075044047476
20,10000,0.3,0.01,67,55.81036666096793
20,10000,0.3,0.01,68,50.20604054711778
20,10000,0.3,0.01,69,43.42110486019952
20,10000,0.3,0.01,70,43.497219834481875
20,10000,0.3,0.01,71,54.03663893818282
20,10000,0.3,0.01,72,37.07012286141459
20,10000,0.3,0.01,73,48.646967725222886
20,10000,0.3,0.01,74,37.024932900453265
20,10000,0.3,0.01,75,52.59294007159733
20,10000,0.3,0.01,76,44.666566660255285
20,10000,0.3,0.01,77,39.34369989026452
20,10000,0.3,0.01,78,51.44593941400258
20,10000,0.3,0.01,79,56.75723338109462
20,10000,0.3,0.01,80,49.53327181178067
20,10000,0.3,0.01,81,50.60836124396756
20,10000,0.3,0.01,82,38.5497945220887
20,10000,0.3,0.01,83,41.040175007348196
20,10000,0.3,0.01,84,54.399930748480145
20,10000,0.3,0.01,85,46.5134717644723
20,10000,0.3,0.01,86,45.94108687202141
20,10000,0.3,0.01,87,42.87013917486557
20,10000,0.3,0.01,88,45.92648492183024
20,10000,0.3,0.01,89,42.33856390831471
20,10000,0.3,0.01,90,47.13998802618882
20,10000,0.3,0.01,91,60.36475713446644
20,10000,0.3,0.01,92,51.46833267873668
20,10000,0.3,0.01,93,42.34677873008272
20,10000,0.3,0.01,94,26.256040878739185
20,10000,0.3,0.01,95,52.3354993165745
20,10000,0.3,0.01,96,60.438758406131434
20,10000,0.3,0.01,97,42.56062210387995
20,10000,0.3,0.01,98,35.50425745557351
20,10000,0.3,0.01,99,50.1388697949981
20,10000,0.3,0.01,100,60.25110863799955
20,20000,0.3,0.01,1,56.16750055816658
20,20000,0.3,0.01,2,68.87021870768056
20,20000,0.3,0.01,3,77.0829177431469
20,20000,0.3,0.01,4,69.92573730687583
20,20000,0.3,0.01,5,72.38731519094344
20,20000,0.3,0.01,6,67.66672552340125
20,20000,0.3,0.01,7,60.23235123209027
20,20000,0.3,0.01,8,52.10850644783744
20,20000,0.3,0.01,9,59.552813794983294
20,20000,0.3,0.01,10,56.384528841196456
20,20000,0.3,0.01,11,67.51882448510135
20,20000,0.3,0.01,12,86.23491460607417
20,20000,0.3,0.01,13,65.34398415391479
20,20000,0.3,0.01,14,62.323879658847126
20,20000,0.3,0.01,15,67.59661500756197
20,20000,0.3,0.01,16,65.96281966492066
20,20000,0.3,0.01,17,64.61672822807608
20,20000,0.3,0.01,18,56.13895858541573
20,20000,0.3,0.01,19,65.77766604009918
20,20000,0.3,0.01,20,60.91968124782242
20,20000,0.3,0.01,21,55.02496338520187
20,20000,0.3,0.01,22,75.6102966357801
20,20000,0.3,0.01,23,69.34883680525616
20,20000,0.3,0.01,24,65.68147157547676
20,20000,0.3,0.01,25,61.51332179664921
20,20000,0.3,0.01,26,70.17827168543393
20,20000,0.3,0.01,27,61.82566488495441
20,20000,0.3,0.01,28,56.86310414715503
20,20000,0.3,0.01,29,58.155100562086886
20,20000,0.3,0.01,30,59.767977535097046
20,20000,0.3,0.01,31,56.627324336788476
20,20000,0.3,0.01,32,65.38470177343655
20,20000,0.3,0.01,33,56.8176714960925
20,20000,0.3,0.01,34,50.08723944519676
20,20000,0.3,0.01,35,64.67524914918809
20,20000,0.3,0.01,36,68.40098298520924
20,20000,0.3,0.01,37,64.93854302742632
20,20000,0.3,0.01,38,68.86468324165973
20,20000,0.3,0.01,39,63.19908891820812
20,20000,0.3,0.01,40,73.86742258959956
20,20000,0.3,0.01,41,72.83493291472259
20,20000,0.3,0.01,42,65.42688320328227
20,20000,0.3,0.01,43,56.17896321053136
20,20000,0.3,0.01,44,67.46375551797526
20,20000,0.3,0.01,45,63.933046128155596
20,20000,0.3,0.01,46,71.1570781234717
20,20000,0.3,0.01,47,63.726486852795716
20,20000,0.3,0.01,48,74.10467641314608
20,20000,0.3,0.01,49,59.55129436963797
20,20000,0.3,0.01,50,63.400891422562125
20,20000,0.3,0.01,51,63.015672861945646
20,20000,0.3,0.01,52,63.269238040639294
20,20000,0.3,0.01,53,70.39463735700048
20,20000,0.3,0.01,54,67.93821206203884
20,20000,0.3,0.01,55,74.95275010804704
20,20000,0.3,0.01,56,69.15830374875816
20,20000,0.3,0.01,57,63.90220567387473
20,20000,0.3,0.01,58,62.82658946755474
20,20000,0.3,0.01,59,65.21041549268513
20,20000,0.3,0.01,60,66.07439659487679
20,20000,0.3,0.01,61,60.39771639376251
20,20000,0.3,0.01,62,61.84797864271494
20,20000,0.3,0.01,63,58.78046039889698
20,20000,0.3,0.01,64,76.16153383836829
20,20000,0.3,0.01,65,64.04176529533751
20,20000,0.3,0.01,66,62.13841830700435
20,20000,0.3,0.01,67,68.06509252449425
20,20000,0.3,0.01,68,74.19747179156383
20,20000,0.3,0.01,69,72.97037037117711
20,20000,0.3,0.01,70,69.63785111737118
20,20000,0.3,0.01,71,47.055200084510275
20,20000,0.3,0.01,72,66.10843275606229
20,20000,0.3,0.01,73,51.02598410515581
20,20000,0.3,0.01,74,70.79354377800453
20,20000,0.3,0.01,75,66.10649893166219
20,20000,0.3,0.01,76,70.46577700228717
20,20000,0.3,0.01,77,55.05443493956473
20,20000,0.3,0.01,78,72.96209310277212
20,20000,0.3,0.01,79,57.89578972199629
20,20000,0.3,0.01,80,72.85847637052336
20,20000,0.3,0.01,81,60.75186068344482
20,20000,0.3,0.01,82,70.18581216053283
20,20000,0.3,0.01,83,56.54186680944989
20,20000,0.3,0.01,84,62.3057303356588
20,20000,0.3,0.01,85,75.76865340263475
20,20000,0.3,0.01,86,78.93678438430038
20,20000,0.3,0.01,87,70.53921912146727
20,20000,0.3,0.01,88,60.10926917757979
20,20000,0.3,0.01,89,68.7821622333233
20,20000,0.3,0.01,90,53.57356014167134
20,20000,0.3,0.01,91,60.35604048991944
20,20000,0.3,0.01,92,52.465463470030045
20,20000,0.3,0.01,93,65.64622730407872
20,20000,0.3,0.01,94,64.34159964350076
20,20000,0.3,0.01,95,49.04023659666019
20,20000,0.3,0.01,96,68.0731585767656
20,20000,0.3,0.01,97,64.27206427663961
20,20000,0.3,0.01,98,65.73749761639155
20,20000,0.3,0.01,99,60.52662406406222
20,20000,0.3,0.01,100,64.02451435557789
20,5000,0.3,0.01,1,32.05814709531782
20,5000,0.3,0.01,2,26.448415260047057
20,5000,0.3,0.01,3,23.647274341730714
20,5000,0.3,0.01,4,32.002007115319785
20,5000,0.3,0.01,5,29.825984436738217
20,5000,0.3,0.01,6,25.501054223985715
20,5000,0.3,0.01,7,30.029666210328266
20,5000,0.3,0.01,8,34.60059076628705
20,5000,0.3,0.01,9,29.581961737472728
20,5000,0.3,0.01,10,34.15780587075268
20,5000,0.3,0.01,11,27.718404973412213
20,5000,0.3,0.01,12,29.011072425218707
20,5000,0.3,0.01,13,29.68211988212237
20,5000,0.3,0.01,14,31.86471408488294
20,5000,0.3,0.01,15,24.522094758117824
20,5000,0.3,0.01,16,33.25714918042455
20,5000,0.3,0.01,17,29.263712454066535
20,5000,0.3,0.01,18,29.437805639892893
20,5000,0.3,0.01,19,29.298108081313917
20,5000,0.3,0.01,20,34.72371278755312
20,5000,0.3,0.01,21,29.04600014636069
20,5000,0.3,0.01,22,26.79286584764385
20,5000,0.3,0.01,23,38.748151452146345
20,5000,0.3,0.01,24,28.238625008142712
20,5000,0.3,0.01,25,33.60152850580177
20,5000,0.3,0.01,26,26.628776269001115
20,5000,0.3,0.01,27,31.525805731880467
20,5000,0.3,0.01,28,34.05387297150518
20,5000,0.3,0.01,29,26.31785232266685
20,5000,0.3,0.01,30,23.97596796837964
20,5000,0.3,0.01,31,41.379057365901915
20,5000,0.3,0.01,32,24.527500036431295
20,5000,0.3,0.01,33,29.856945841888113
20,5000,0.3,0.01,34,27.592500025218875
20,5000,0.3,0.01,35,29.65046423190872
20,5000,0.3,0.01,36,22.393112668888797
20,5000,0.3,0.01,37,33.254413404169235
20,5000,0.3,0.01,38,23.69588533468059
20,5000,0.3,0.01,39,23.599654709937813
20,5000,0.3,0.01,40,32.395189102815785
20,5000,0.3,0.01,41,33.97273215007991
20,5000,0.3,0.01,42,24.938997312420657
20,5000,0.3,0.01,43,32.396663935985316
20,5000,0.3,0.01,44,25.479465122101526
20,5000,0.3,0.01,45,34.294209479286444
20,5000,0.3,0.01,46,33.257846859614624
20,5000,0.3,0.01,47,29.51568252888074
20,5000,0.3,0.01,48,28.321549773992636
20,5000,0.3,0.01,49,23.88333045803777
20,5000,0.3,0.01,50,23.809032913540598
20,5000,0.3,0.01,51,27.436127656947793
20,5000,0.3,0.01,52,25.89182175936022
20,5000,0.3,0.01,53,37.607362896317525
20,5000,0.3,0.01,54,24.5288812191116
20,5000,0.3,0.01,55,26.357617630328054
20,5000,0.3,0.01,56,24.762413960458048
20,5000,0.3,0.01,57,41.04790251768203
20,5000,0.3,0.01,58,35.45385353938812
20,5000,0.3,0.01,59,31.03745447018664
20,5000,0.3,0.01,60,30.44193732977767
20,5000,0.3,0.01,61,33.64762985421231
20,5000,0.3,0.01,62,34.08313131948791
20,5000,0.3,0.01,63,31.505726632165832
20,5000,0.3,0.01,64,30.59708491163308
20,5000,0.3,0.01,65,34.81382797485322
20,5000,0.3,0.01,66,33.83321736964937
20,5000,0.3,0.01,67,33.71512644366877
20,5000,0.3,0.01,68,30.115960735789695
20,5000,0.3,0.01,69,32.71367040947784
20,5000,0.3,0.01,70,26.01688884627199
20,5000,0.3,0.01,71,21.665543451390324
20,5000,0.3,0.01,72,30.20657447905894
20,5000,0.3,0.01,73,26.777579605128626
20,5000,0.3,0.01,74,28.078537447077945
20,5000,0.3,0.01,75,30.07975239429747
20,5000,0.3,0.01,76,24.264990295489802
20,5000,0.3,0.01,77,29.63215270140945
20,5000,0.3,0.01,78,28.18011380595025
20,5000,0.3,0.01,79,28.246580450667114
20,5000,0.3,0.01,80,36.202337253754465
20,5000,0.3,0.01,81,34.91009085120804
20,5000,0.3,0.01,82,25.703410132921725
20,5000,0.3,0.01,83,29.855414822377686
20,5000,0.3,0.01,84,25.524306514337404
20,5000,0.3,0.01,85,37.37795696922831
20,5000,0.3,0.01,86,24.201215138997565
20,5000,0.3,0.01,87,32.56524947520258
20,5000,0.3,0.01,88,30.6418188365221
20,5000,0.3,0.01,89,34.494910804238884
20,5000,0.3,0.01,90,29.87999632938184
20,5000,0.3,0.01,91,36.10625898041388
20,5000,0.3,0.01,92,31.80850516623633
20,5000,0.3,0.01,93,29.570557846221213
20,5000,0.3,0.01,94,24.22724775698103
20,5000,0.3,0.01,95,27.555582546338222
20,5000,0.3,0.01,96,38.19508034851206
20,5000,0.3,0.01,97,26.921992736498492
20,5000,0.3,0.01,98,31.294816946552835
20,5000,0.3,0.01,99,34.495414975696946
20,5000,0.3,0.01,100,29.80589900615587
20,50000,0.3,0.01,1,89.95983801134014
20,50000,0.3,0.01,2,108.8018872650844
20,50000,0.3,0.01,3,88.20838746268105
20,50000,0.3,0.01,4,121.83076618142158
20,50000,0.3,0.01,5,80.67845510229773
20,50000,0.3,0.01,6,111.42006370782629
20,50000,0.3,0.01,7,94.77901577475367
20,50000,0.3,0.01,8,86.11806290690758
20,50000,0.3,0.01,9,105.62784424476163
20,50000,0.3,0.01,10,96.65546629903409
20,50000,0.3,0.01,11,90.83902000112553
20,50000,0.3,0.01,12,102.22811859086907
20,50000,0.3,0.01,13,109.22662436698302
20,50000,0.3,0.01,14,106.41979209702455
20,50000,0.3,0.01,15,92.35030762951956
20,50000,0.3,0.01,16,104.33697144238954
20,50000,0.3,0.01,17,95.54713488810049
20,50000,0.3,0.01,18,101.67024387676547
20,50000,0.3,0.01,19,91.05692707218319
20,50000,0.3,0.01,20,114.81412611698697
20,50000,0.3,0.01,21,109.1733543390159
20,50000,0.3,0.01,22,105.73445428457539
20,50000,0.3,0.01,23,106.10627120300055
20,50000,0.3,0.01,24,100.6114738966265
20,50000,0.3,0.01,25,95.74895687773632
20,50000,0.3,0.01,26,81.2431248683813
20,50000,0.3,0.01,27,108.70856918070172
20,50000,0.3,0.01,28,98.64046633307358
20,50000,0.3,0.01,29,93.97050497498678
20,50000,0.3,0.01,30,95.33877412561785
20,50000,0.3,0.01,31,100.21261185099029
20,50000,0.3,0.01,32,93.14026751778083
20,50000,0.3,0.01,33,102.71556775808362
20,50000,0.3,0.01,34,97.1749351114427
20,50000,0.3,0.01,35,105.1261008818336
20,50000,0.3,0.01,36,103.72837722715003
20,50000,0.3,0.01,37,106.05564555692438
20,50000,0.3,0.01,38,95.55562333583518
20,50000,0.3,0.01,39,101.09620876970993
20,50000,0.3,0.01,40,93.64795932165944
20,50000,0.3,0.01,41,91.90702036971803
20,50000,0.3,0.01,42,111.75213626394748
20,50000,0.3,0.01,43,96.32807910116851
20,50000,0.3,0.01,44,104.12975203315082
20,50000,0.3,0.01,45,101.19857955602457
20,50000,0.3,0.01,46,108.68397436238078
20,50000,0.3,0.01,47,108.86539608920774
20,50000,0.3,0.01,48,104.54925928497762
20,50000,0.3,0.01,49,107.70966920895478
20,50000,0.3,0.01,50,104.35865827709074
20,50000,0.3,0.01,51,97.67674506150958
20,50000,0.3,0.01,52,118.90146324733271
20,50000,0.3,0.01,53,97.67493570291208
20,50000,0.3,0.01,54,98.02106665248603
20,50000,0.3,0.01,55,98.51722263415338
20,50000,0.3,0.01,56,93.7648113940352
20,50000,0.3,0.01,57,97.98682650113282
20,50000,0.3,0.01,58,106.78634119326439
20,50000,0.3,0.01,59,104.12795132783322
20,50000,0.3,0.01,60,84.95915394764987
20,50000,0.3,0.01,61,103.85422948203873
20,50000,0.3,0.01,62,89.29632613265088
20,50000,0.3,0.01,63,103.66136671176609
20,50000,0.3,0.01,64,97.69826179934793
20,50000,0.3,0.01,65,109.50752113248643
20,50000,0.3,0.01,66,100.206109462951
20,50000,0.3,0.01,67,100.33141472476504
20,50000,0.3,0.01,68,104.45279585509836
20,50000,0.3,0.01,69,103.00549840137288
20,50000,0.3,0.01,70,99.27717348077417
20,50000,0.3,0.01,71,99.72413544861597
20,50000,0.3,0.01,72,102.17039082162475
20,50000,0.3,0.01,73,102.96112302946801
20,50000,0.3,0.01,74,104.2799737013529
20,50000,0.3,0.01,75,102.82000003914372
20,50000,0.3,0.01,76,97.62102175381517
20,50000,0.3,0.01,77,95.53631740210258
20,50000,0.3,0.01,78,100.26422404339243
20,50000,0.3,0.01,79,98.13505491771848
20,50000,0.3,0.01,80,71.68654953732172
20,50000,0.3,0.01,81,91.20871742968578
20,50000,0.3,0.01,82,99.19205719013044
20,50000,0.3,0.01,83,93.38518863764621
20,50000,0.3,0.01,84,85.4708513598226
20,50000,0.3,0.01,85,101.4997512481879
20,50000,0.3,0.01,86,101.23745310748868
20,50000,0.3,0.01,87,101.33422737324832
20,50000,0.3,0.01,88,105.3690197772881
20,50000,0.3,0.01,89,79.66362902962136
20,50000,0.3,0.01,90,86.76954797125457
20,50000,0.3,0.01,91,102.95885176930605
20,50000,0.3,0.01,92,87.1419345535528
20,50000,0.3,0.01,93,91.22832712510771
20,50000,0.3,0.01,94,92.80484823767641
20,50000,0.3,0.01,95,97.64551266587925
20,50000,0.3,0.01,96,104.79177818557245
20,50000,0.3,0.01,97,89.49660118615465
20,50000,0.3,0.01,98,100.94021779932106
20,50000,0.3,0.01,99,80.27011525520396
20,50000,0.3,0.01,100,95.22986274975472
20,10000,0.5,0.001,1,2.021552938302006
20,10000,0.5,0.001,2,4.246545135541074
20,10000,0.5,0.001,3,4.049448048017949
20,10000,0.5,0.001,4,3.1366533784998634
20,10000,0.5,0.001,5,2.714714366566492
20,10000,0.5,0.001,6,2.3666624765566624
20,10000,0.5,0.001,7,5.613103601159113
20,10000,0.5,0.001,8,4.185188560389443
20,10000,0.5,0.001,9,2.675880261417774
20,10000,0.5,0.001,10,4.540089430010111
20,10000,0.5,0.001,11,2.62804794784408
20,10000,0.5,0.001,12,4.969805073786039
20,10000,0.5,0.001,13,2.1539826686731587
20,10000,0.5,0.001,14,3.6973300762777113
20,10000,0.5,0.001,15,5.8526642596695195
20,10000,0.5,0.001,16,2.866984628028632
20,10000,0.5,0.001,17,6.272815918852615
20,10000,0.5,0.001,18,0.9758996227065484
20,10000,0.5,0.001,19,7.213418347400202
20,10000,0.5,0.001,20,4.260995456900356
20,10000,0.5,0.001,21,5.250407019723186
20,10000,0.5,0.001,22,3.296829968126511
20,10000,0.5,0.001,23,1.3833076929573958
20,10000,0.5,0.001,24,4.756374449274445
20,10000,0.5,0.001,25,3.376332799029269
20,10000,0.5,0.001,26,5.431584390594823
20,10000,0.5,0.001,27,4.6203110415178665
20,10000,0.5,0.001,28,2.211275664118864
20,10000,0.5,0.001,29,5.156384057431394
20,10000,0.5,0.001,30,1.6851997851686984
20,10000,0.5,0.001,31,2.412367314776092
20,10000,0.5,0.001,32,2.450820035833432
20,10000,0.5,0.001,33,2.446654993158061
20,10000,0.5,0.001,34,3.0980957644092086
20,10000,0.5,0.001,35,4.681554846098722
20,10000,0.5,0.001,36,5.200293953295958
20,10000,0.5,0.001,37,2.915655768248409
20,10000,0.5,0.001,38,2.0100701243508965
20,10000,0.5,0.001,39,1.275889327925681
20,10000,0.5,0.001,40,3.9736468786763215
20,10000,0.5,0.001,41,1.6179900818243378
20,10000,0.5,0.001,42,4.517146786951545
20,10000,0.5,0.001,43,1.9768033691494797
20,10000,0.5,0.001,44,5.054671239870586
20,10000,0.5,0.001,45,0.7873087349800798
20,10000,0.5,0.001,46,5.558711083484641
20,10000,0.5,0.001,47,4.158698314295304
20,10000,0.5,0.001,48,4.029983260190611
20,10000,0.5,0.001,49,4.080619797916768
20,10000,0.5,0.001,50,4.090670635403138
20,10000,0.5,0.001,51,3.004023639899069
20,10000,0.5,0.001,52,5.454973925073821
20,10000,0.5,0.001,53,4.895620179032365
20,10000,0.5,0.001,54,3.786349117964252
20,10000,0.5,0.001,55,4.280684631998846
20,10000,0.5,0.001,56,4.202987931405383
20,10000,0.5,0.001,57,2.6845369437081685
20,10000,0.5,0.001,58,3.034672422654431
20,10000,0.5,0.001,59,3.5196968521294627
20,10000,0.5,0.001,60,4.825268734154468
20,10000,0.5,0.001,61,1.4800755485441046
20,10000,0.5,0.001,62,7.059384497579513
20,10000,0.5,0.001,63,0.6880926554809534
20,10000,0.5,0.001,64,5.791179604165386
20,10000,0.5,0.001,65,2.3031200388365165
20,10000,0.5,0.001,66,3.9895897041984894
20,10000,0.5,0.001,67,6.006211325974934
20,10000,0.5,0.001,68,6.00195563797258
20,10000,0.5,0.001,69,3.019181145885841
20,10000,0.5,0.001,70,4.5910638584015615
20,10000,0.5,0.001,71,4.167366332249367
20,10000,0.5,0.001,72,1.0296205750048246
20,10000,0.5,0.001,73,6.104601442116658
20,10000,0.5,0.001,74,1.2692542707152015
20,10000,0.5,0.001,75,4.636758756545836
20,10000,0.5,0.001,76,3.0853105969092303
20,10000,0.5,0.001,77,1.3249690758075383
20,10000,0.5,0.001,78,5.066674261366456
20,10000,0.5,0.001,79,6.138554106564392
20,10000,0.5,0.001,80,4.573470317595828
20,10000,0.5,0.001,81,5.259224728666332
20,10000,0.5,0.001,82,1.9936182180978044
20,10000,0.5,0.001,83,2.5087290608024673
20,10000,0.5,0.001,84,5.293038760853567
20,10000,0.5,0.001,85,3.3754677152422428
20,10000,0.5,0.001,86,3.6830309895889375
20,10000,0.5,0.001,87,3.01504447452621
20,10000,0.5,0.001,88,4.47031810854276
20,10000,0.5,0.001,89,2.4965714909257217
20,10000,0.5,0.001,90,4.3363983172496114
20,10000,0.5,0.001,91,7.613566832390827
20,10000,0.5,0.001,92,5.306519931105674
20,10000,0.5,0.001,93,1.780320399466127
20,10000,0.5,0.001,94,-0.7200810120046993
20,10000,0.5,0.001,95,5.929143807702731
20,10000,0.5,0.001,96,8.308864655854455
20,10000,0.5,0.001,97,2.7818634629297074
20,10000,0.5,0.001,98,0.6250943494987253
20,10000,0.5,0.001,99,4.303311983886166
20,10000,0.5,0.001,100,8.425278439802689
20,20000,0.5,0.001,1,2.5484443548934763
20,20000,0.5,0.001,2,5.282858111432597
20,20000,0.5,0.001,3,7.42969855651333
20,20000,0.5,0.001,4,5.381465789010596
20,20000,0.5,0.001,5,6.350785099123192
20,20000,0.5,0.001,6,5.006227999346832
20,20000,0.5,0.001,7,3.636707164978298
20,20000,0.5,0.001,8,1.4749358819787002
20,20000,0.5,0.001,9,3.976846409535322
20,20000,0.5,0.001,10,2.623544808076119
20,20000,0.5,0.001,11,4.748600989346185
20,20000,0.5,0.001,12,10.332559083094578
20,20000,0.5,0.001,13,5.426475013816104
20,20000,0.5,0.001,14,4.44653777675314
20,20000,0.5,0.001,15,4.765098844383419
20,20000,0.5,0.001,16,4.930970997263416
20,20000,0.5,0.001,17,4.934885648578397
20,20000,0.5,0.001,18,2.988076966308646
20,20000,0.5,0.001,19,4.166122326041875
20,20000,0.5,0.001,20,4.698744890700546
20,20000,0.5,0.001,21,2.149947396115734
20,20000,0.5,0.001,22,7.463497768701732
20,20000,0.5,0.001,23,4.445528805304576
20,20000,0.5,0.001,24,2.788881371148718
20,20000,0.5,0.001,25,4.126027522847964
20,20000,0.5,0.001,26,6.789384765298692
20,20000,0.5,0.001,27,3.970530008198213
20,20000,0.5,0.001,28,2.338105484342109
20,20000,0.5,0.001,29,2.3756902210465967
20,20000,0.5,0.001,30,3.9252247045997164
20,20000,0.5,0.001,31,3.110045327143281
20,20000,0.5,0.001,32,3.986183599957924
20,20000,0.5,0.001,33,3.4876611520649528
20,20000,0.5,0.001,34,1.451342954805301
20,20000,0.5,0.001,35,3.2778630490635425
20,20000,0.5,0.001,36,5.441452470906292
20,20000,0.5,0.001,37,3.837369986035628
20,20000,0.5,0.001,38,7.179625698868367
20,20000,0.5,0.001,39,3.928932335912301
20,20000,0.5,0.001,40,7.142082924313556
20,20000,0.5,0.001,41,5.802303665302018
20,20000,0.5,0.001,42,5.650071377075778
20,20000,0.5,0.001,43,2.9367981391464006
20,20000,0.5,0.001,44,4.245294268290938
20,20000,0.5,0.001,45,4.692291773255856
20,20000,0.5,0.001,46,5.918861749122156
20,20000,0.5,0.001,47,4.327294179443137
20,20000,0.5,0.001,48,5.902556275705561
20,20000,0.5,0.001,49,6.014026994963953
20,20000,0.5,0.001,50,3.664932701317401
20,20000,0.5,0.001,51,4.716376178716977
20,20000,0.5,0.001,52,3.799109093280139
20,20000,0.5,0.001,53,6.115599958858141
20,20000,0.5,0.001,54,4.223369945337685
20,20000,0.5,0.001,55,8.777049586447717
20,20000,0.5,0.001,56,4.970755510090301
20,20000,0.5,0.001,57,3.800006470430679
20,20000,0.5,0.001,58,4.335638436489636
20,20000,0.5,0.001,59,5.2441494290128405
20,20000,0.5,0.001,60,5.325616930258133
20,20000,0.5,0.001,61,4.1453669767564545
20,20000,0.5,0.001,62,3.0419714202945105
20,20000,0.5,0.001,63,2.413872206220627
20,20000,0.5,0.001,64,7.040877898581362
20,20000,0.5,0.001,65,4.287534880998278
20,20000,0.5,0.001,66,2.7588800728299985
20,20000,0.5,0.001,67,5.441808574391397
20,20000,0.5,0.001,68,6.691192453536023
20,20000,0.5,0.001,69,5.4594632033217465
20,20000,0.5,0.001,70,5.225202314801043
20,20000,0.5,0.001,71,1.623529730976558
20,20000,0.5,0.001,72,5.99773867108244
20,20000,0.5,0.001,73,2.89986514315368
20,20000,0.5,0.001,74,7.215391435369076
20,20000,0.5,0.001,75,5.449876927930616
20,20000,0.5,0.001,76,7.396448307038156
20,20000,0.5,0.001,77,3.4529373076332215
20,20000,0.5,0.001,78,6.023605261552268
20,20000,0.5,0.001,79,1.9937145084821313
20,20000,0.5,0.001,80,7.102410411723719
20,20000,0.5,0.001,81,3.884326012827861
20,20000,0.5,0.001,82,7.86393139387666
20,20000,0.5,0.001,83,3.5057556433145365
20,20000,0.5,0.001,84,2.9852090988845945
20,20000,0.5,0.001,85,7.408350222604819
20,20000,0.5,0.001,86,9.572295224781545
20,20000,0.5,0.001,87,6.078856238732821
20,20000,0.5,0.001,88,3.5462674646940613
20,20000,0.5,0.001,89,5.977682507556383
20,20000,0.5,0.001,90,2.090525903665371
20,20000,0.5,0.001,91,3.243563468017438
20,20000,0.5,0.001,92,3.036126306241611
20,20000,0.5,0.001,93,5.329288056919969
20,20000,0.5,0.001,94,4.512693924583228
20,20000,0.5,0.001,95,2.9860802700944147
20,20000,0.5,0.001,96,4.382985460117843
20,20000,0.5,0.001,97,4.185349897037859
20,20000,0.5,0.001,98,5.049223518309023
20,20000,0.5,0.001,99,5.341273240236035
20,20000,0.5,0.001,100,4.519747786000001
20,5000,0.5,0.001,1,2.0097929307011917
20,5000,0.5,0.001,2,1.4161401211302524
20,5000,0.5,0.001,3,0.5895316788743812
20,5000,0.5,0.001,4,2.372673331059758
20,5000,0.5,0.001,5,1.9347753195515578
20,5000,0.5,0.001,6,0.6441288072738796
20,5000,0.5,0.001,7,2.4394517208425226
20,5000,0.5,0.001,8,3.4849216833236794
20,5000,0.5,0.001,9,2.740468129364211
20,5000,0.5,0.001,10,3.192942615414811
20,5000,0.5,0.001,11,1.1569575774515197
20,5000,0.5,0.001,12,2.686558863742454
20,5000,0.5,0.001,13,2.6904952772763644
20,5000,0.5,0.001,14,2.624946979700217
20,5000,0.5,0.001,15,2.113770676981623
20,5000,0.5,0.001,16,4.83415397826847
20,5000,0.5,0.001,17,2.430926823378722
20,5000,0.5,0.001,18,1.9898004892248191
20,5000,0.5,0.001,19,2.8733510938161486
20,5000,0.5,0.001,20,3.64782083264066
20,5000,0.5,0.001,21,1.814795322268627
20,5000,0.5,0.001,22,1.1741274656875964
20,5000,0.5,0.001,23,5.073706207351814
20,5000,0.5,0.001,24,1.5534483446991616
20,5000,0.5,0.001,25,2.5715835450703586
20,5000,0.5,0.001,26,0.8814383119158529
20,5000,0.5,0.001,27,4.110954259954082
20,5000,0.5,0.001,28,3.5378110600703563
20,5000,0.5,0.001,29,1.0378448203470159
20,5000,0.5,0.001,30,0.23582154455973336
20,5000,0.5,0.001,31,6.379896597490702
20,5000,0.5,0.001,32,0.8799898603711349
20,5000,0.5,0.001,33,2.0231543414339694
20,5000,0.5,0.001,34,1.9585315206397804
20,5000,0.5,0.001,35,1.9136970335684067
20,5000,0.5,0.001,36,0.05032906482341559
20,5000,0.5,0.001,37,2.677910606242166
20,5000,0.5,0.001,38,1.21577472652059
20,5000,0.5,0.001,39,1.6943439607006217
20,5000,0.5,0.001,40,1.9125003487948584
20,5000,0.5,0.001,41,3.7105085531364166
20,5000,0.5,0.001,42,1.4932660212258653
20,5000,0.5,0.001,43,3.5669284407281276
20,5000,0.5,0.001,44,0.45695121503889213
20,5000,0.5,0.001,45,3.9448507859899618
20,5000,0.5,0.001,46,2.888366949417364
20,5000,0.5,0.001,47,2.2085724905848387
20,5000,0.5,0.001,48,3.0921247810833785
20,5000,0.5,0.001,49,0.6438265887293184
20,5000,0.5,0.001,50,0.6606240916366093
20,5000,0.5,0.001,51,1.4555076013416026
20,5000,0.5,0.001,52,1.37171116285817
20,5000,0.5,0.001,53,4.152113913345053
